347,kexec_load,0x15b,unsigned long entry,unsigned long nr_segments,struct kexec_segment *segments,unsigned long flags,-,-,man/ cs/
348,utimensat,0x15c,int dfd,const char *filename,struct timespec *utimes,int flags,-,-,man/ cs/
349,signalfd,0x15d,int ufd,sigset_t *user_mask,size_t sizemask,-,-,-,man/ cs/
350,timerfd_create,0x15e,int clockid,int flags,-,-,-,-,man/ cs/
351,eventfd,0x15f,unsigned int count,-,-,-,-,-,man/ cs/
352,fallocate,0x160,int fd,int mode,loff_t offset,loff_t len,-,-,man/ cs/
353,timerfd_settime,0x161,int ufd,int flags,const struct __kernel_itimerspec *utmr,struct __kernel_itimerspec *otmr,-,-,man/ cs/
354,timerfd_gettime,0x162,int ufd,struct __kernel_itimerspec *otmr,-,-,-,-,man/ cs/
355,signalfd4,0x163,int ufd,sigset_t *user_mask,size_t sizemask,int flags,-,-,man/ cs/
356,eventfd2,0x164,unsigned int count,int flags,-,-,-,-,man/ cs/
357,epoll_create1,0x165,int flags,-,-,-,-,-,man/ cs/
358,dup3,0x166,unsigned int oldfd,unsigned int newfd,int flags,-,-,-,man/ cs/
359,pipe2,0x167,int *fildes,int flags,-,-,-,-,man/ cs/
360,inotify_init1,0x168,int flags,-,-,-,-,-,man/ cs/
361,preadv,0x169,unsigned long fd,const struct iovec *vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,-,man/ cs/
362,pwritev,0x16a,unsigned long fd,const struct iovec *vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,-,man/ cs/
363,rt_tgsigqueueinfo,0x16b,pid_t tgid,pid_t pid,int sig,siginfo_t *uinfo,-,-,man/ cs/
364,perf_event_open,0x16c,struct perf_event_attr *attr_uptr,pid_t pid,int cpu,int group_fd,unsigned long flags,-,man/ cs/
365,recvmmsg,0x16d,int fd,struct mmsghdr *msg,unsigned int vlen,unsigned flags,struct timespec *timeout,-,man/ cs/
366,accept4,0x16e,int,struct sockaddr *,int *,int,-,-,man/ cs/
367,fanotify_init,0x16f,unsigned int flags,unsigned int event_f_flags,-,-,-,-,man/ cs/
368,fanotify_mark,0x170,int fanotify_fd,unsigned int flags,u64 mask,int fd,const char *pathname,-,man/ cs/
369,prlimit64,0x171,pid_t pid,unsigned int resource,const struct rlimit64 *new_rlim,struct rlimit64 *old_rlim,-,-,man/ cs/
370,name_to_handle_at,0x172,int dfd,const char *name,struct file_handle *handle,int *mnt_id,int flag,-,man/ cs/
371,open_by_handle_at,0x173,int mountdirfd,struct file_handle *handle,int flags,-,-,-,man/ cs/
372,clock_adjtime,0x174,clockid_t which_clock,struct timex *tx,-,-,-,-,man/ cs/
373,syncfs,0x175,int fd,-,-,-,-,-,man/ cs/
374,sendmmsg,0x176,int fd,struct mmsghdr *msg,unsigned int vlen,unsigned flags,-,-,man/ cs/
375,setns,0x177,int fd,int nstype,-,-,-,-,man/ cs/
376,process_vm_readv,0x178,pid_t pid,const struct iovec *lvec,unsigned long liovcnt,const struct iovec *rvec,unsigned long riovcnt,unsigned long flags,man/ cs/
377,process_vm_writev,0x179,pid_t pid,const struct iovec *lvec,unsigned long liovcnt,const struct iovec *rvec,unsigned long riovcnt,unsigned long flags,man/ cs/
378,kcmp,0x17a,pid_t pid1,pid_t pid2,int type,unsigned long idx1,unsigned long idx2,-,man/ cs/
379,finit_module,0x17b,int fd,const char *uargs,int flags,-,-,-,man/ cs/
380,sched_setattr,0x17c,pid_t pid,struct sched_attr *attr,unsigned int flags,-,-,-,man/ cs/
381,sched_getattr,0x17d,pid_t pid,struct sched_attr *attr,unsigned int size,unsigned int flags,-,-,man/ cs/
382,renameat2,0x17e,int olddfd,const char *oldname,int newdfd,const char *newname,unsigned int flags,-,man/ cs/
383,seccomp,0x17f,unsigned int op,unsigned int flags,const char *uargs,-,-,-,man/ cs/
384,getrandom,0x180,char *buf,size_t count,unsigned int flags,-,-,-,man/ cs/
385,memfd_create,0x181,const char *uname_ptr,unsigned int flags,-,-,-,-,man/ cs/
386,bpf,0x182,int cmd,union bpf_attr *attr,unsigned int size,-,-,-,man/ cs/
387,execveat,0x183,int dfd,const char *filename,const char *const *argv,const char *const *envp,int flags,-,man/ cs/
388,userfaultfd,0x184,int flags,-,-,-,-,-,man/ cs/
389,membarrier,0x185,int cmd,int flags,-,-,-,-,man/ cs/
390,mlock2,0x186,unsigned long start,size_t len,int flags,-,-,-,man/ cs/
391,copy_file_range,0x187,int fd_in,loff_t *off_in,int fd_out,loff_t *off_out,size_t len,unsigned int flags,man/ cs/
392,preadv2,0x188,unsigned long fd,const struct iovec *vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,rwf_t flags,man/ cs/
393,pwritev2,0x189,unsigned long fd,const struct iovec *vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,rwf_t flags,man/ cs/
394,pkey_mprotect,0x18a,unsigned long start,size_t len,unsigned long prot,int pkey,-,-,man/ cs/
395,pkey_alloc,0x18b,unsigned long flags,unsigned long init_val,-,-,-,-,man/ cs/
396,pkey_free,0x18c,int pkey,-,-,-,-,-,man/ cs/
397,statx,0x18d,int dfd,const char *path,unsigned flags,unsigned mask,struct statx *buffer,-,man/ cs/
983041,ARM_breakpoint,0xf0001,?,?,?,?,?,?,man/ cs/
983042,ARM_cacheflush,0xf0002,?,?,?,?,?,?,man/ cs/
983043,ARM_usr26,0xf0003,?,?,?,?,?,?,man/ cs/
983044,ARM_usr32,0xf0004,?,?,?,?,?,?,man/ cs/
983045,ARM_set_tls,0xf0005,?,?,?,?,?,?,man/ cs/
